llm_version,prompt_type,prop_english_only
1.5,Creative,0.0070921985815602
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0048309178743961
1.5,Creative,0.0
1.5,Creative,0.0126582278481012
1.5,Creative,0.0214067278287461
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0048076923076923
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0246913580246913
1.5,Creative,0.0129870129870129
1.5,Creative,0.0
1.5,Creative,0.1447368421052631
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0077519379844961
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0145454545454545
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0091463414634146
1.5,Creative,0.0
1.5,Creative,0.0031746031746031
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0165016501650165
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0042194092827004
1.5,Creative,0.0
1.5,Creative,0.04375
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0081967213114754
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.014388489208633
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0038910505836575
1.5,Creative,0.0034722222222222
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0161290322580645
1.5,Creative,0.0169491525423728
1.5,Creative,0.0033003300330033
1.5,Creative,0.0
1.5,Creative,0.0137614678899082
1.5,Creative,0.0043668122270742
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0092592592592592
1.5,Creative,0.0044843049327354
1.5,Creative,0.0035211267605633
1.5,Creative,0.0111111111111111
1.5,Creative,0.018018018018018
1.5,Creative,0.0
1.5,Creative,0.0568720379146919
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0091185410334346
1.5,Creative,0.0138408304498269
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0204678362573099
1.5,Creative,0.0253623188405797
1.5,Creative,0.0
1.5,Creative,0.0071428571428571
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0105263157894736
1.5,Creative,0.0
1.5,Creative,0.022801302931596
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0122699386503067
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.003731343283582
1.5,Creative,0.0
1.5,Creative,0.5314285714285715
1.5,Creative,0.0187165775401069
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.00625
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0040816326530612
1.5,Creative,0.0
1.5,Creative,0.0079681274900398
1.5,Creative,0.019047619047619
1.5,Creative,0.0041322314049586
1.5,Creative,0.0111940298507462
1.5,Creative,0.0
1.5,Creative,0.0097087378640776
1.5,Creative,0.0071428571428571
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0163934426229508
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0062111801242236
1.5,Creative,0.0024570024570024
1.5,Creative,0.0
1.5,Creative,0.0121951219512195
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.09375
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0035971223021582
1.5,Creative,0.0146520146520146
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0503597122302158
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0035335689045936
1.5,Creative,0.0
1.5,Creative,0.014792899408284
1.5,Creative,0.0
1.5,Creative,0.009090909090909
1.5,Creative,0.0161290322580645
1.5,Creative,0.0173611111111111
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0034722222222222
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0491803278688524
1.5,Creative,0.0
1.5,Creative,0.0063492063492063
1.5,Creative,0.0238095238095238
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0032467532467532
1.5,Creative,0.031578947368421
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0071428571428571
1.5,Creative,0.0129870129870129
1.5,Creative,0.0090634441087613
1.5,Creative,0.0
1.5,Creative,0.0183823529411764
1.5,Creative,0.0094339622641509
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0199430199430199
1.5,Creative,0.0068649885583524
1.5,Creative,0.0
1.5,Creative,0.0206185567010309
1.5,Creative,0.0033557046979865
1.5,Creative,0.0
1.5,Creative,0.0034602076124567
1.5,Creative,0.0
1.5,Creative,0.1458333333333333
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0217391304347826
1.5,Creative,0.0032051282051282
1.5,Creative,0.0119047619047619
1.5,Creative,0.0040322580645161
1.5,Creative,0.0033333333333333
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0261194029850746
1.5,Creative,0.0
1.5,Creative,0.0095238095238095
1.5,Creative,0.022140221402214
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0041666666666666
1.5,Creative,0.0
1.5,Creative,0.0851063829787234
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0033112582781456
1.5,Creative,0.003831417624521
1.5,Creative,0.0
1.5,Creative,0.0103092783505154
1.5,Creative,0.0039682539682539
1.5,Creative,0.0092592592592592
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.00625
1.5,Creative,0.0
1.5,Creative,0.017094017094017
1.5,Creative,0.0
1.5,Creative,0.0172413793103448
1.5,Creative,0.0061538461538461
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0107142857142857
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0229885057471264
1.5,Creative,0.0151515151515151
1.5,Creative,0.024024024024024
1.5,Creative,0.0072463768115942
1.5,Creative,0.009009009009009
1.5,Creative,0.0
1.5,Creative,0.0210526315789473
1.5,Creative,0.009009009009009
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0153846153846153
1.5,Creative,0.003875968992248
1.5,Creative,0.0094936708860759
1.5,Creative,0.0036764705882352
1.5,Creative,0.0
1.5,Creative,0.0534351145038167
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.02
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0128617363344051
1.5,Creative,0.010204081632653
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0056818181818181
1.5,Creative,0.0309278350515463
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0037878787878787
1.5,Creative,0.0
1.5,Creative,0.0030395136778115
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0033333333333333
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0171232876712328
1.5,Creative,0.0310344827586206
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0041322314049586
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.002840909090909
1.5,Creative,0.0
1.5,Creative,0.0168918918918918
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.02
1.5,Creative,0.0166666666666666
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0058823529411764
1.5,Creative,0.010752688172043
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0902777777777777
1.5,Creative,0.0189274447949526
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.01171875
1.5,Creative,0.0067114093959731
1.5,Creative,0.0166666666666666
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0072992700729927
1.5,Creative,0.0
1.5,Creative,0.0045662100456621
1.5,Creative,0.0044642857142857
1.5,Creative,0.0
1.5,Creative,0.0028818443804034
1.5,Creative,0.0
1.5,Creative,0.0048426150121065
1.5,Creative,0.0067114093959731
1.5,Creative,0.0158730158730158
1.5,Creative,0.0063897763578274
1.5,Creative,0.0
1.5,Creative,0.1048951048951049
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0071174377224199
1.5,Creative,0.009009009009009
1.5,Creative,0.0
1.5,Creative,0.0031645569620253
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0031446540880503
1.5,Creative,0.0
1.5,Creative,0.0173010380622837
1.5,Creative,0.0
1.5,Creative,0.0070422535211267
1.5,Creative,0.017921146953405
1.5,Creative,0.0134228187919463
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0028490028490028
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0059171597633136
1.5,Creative,0.0406779661016949
1.5,Creative,0.0035971223021582
1.5,Creative,0.0
1.5,Creative,0.0240641711229946
1.5,Creative,0.0709219858156028
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0186567164179104
1.5,Creative,0.0032467532467532
1.5,Creative,0.0
1.5,Creative,0.0087719298245614
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0166666666666666
1.5,Creative,0.0344827586206896
1.5,Creative,0.0031847133757961
1.5,Creative,0.0875912408759124
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,0.0
1.5,Creative,
1.5,Creative,
1.5,Creative,
1.5,Creative,
1.5,Creative,
1.5,Faq,0.0388349514563106
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0035714285714285
1.5,Faq,0.0331325301204819
1.5,Faq,0.0344827586206896
1.5,Faq,0.0
1.5,Faq,0.044776119402985
1.5,Faq,0.0032362459546925
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0023923444976076
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.5780141843971631
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0178571428571428
1.5,Faq,0.0
1.5,Faq,0.0083102493074792
1.5,Faq,0.0
1.5,Faq,0.0031645569620253
1.5,Faq,0.0231788079470198
1.5,Faq,0.0472972972972973
1.5,Faq,0.0
1.5,Faq,0.045045045045045
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0020833333333333
1.5,Faq,0.0025380710659898
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.5817610062893082
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0216450216450216
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0033333333333333
1.5,Faq,0.0200445434298441
1.5,Faq,0.037037037037037
1.5,Faq,0.0
1.5,Faq,0.0517241379310344
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0074349442379182
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0024875621890547
1.5,Faq,0.0
1.5,Faq,0.0028490028490028
1.5,Faq,0.0376470588235294
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0054054054054054
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0068493150684931
1.5,Faq,0.0
1.5,Faq,0.023598820058997
1.5,Faq,0.0
1.5,Faq,0.0482758620689655
1.5,Faq,0.5897435897435898
1.5,Faq,0.0
1.5,Faq,0.0127226463104325
1.5,Faq,0.0036496350364963
1.5,Faq,0.3333333333333333
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.00390625
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0021008403361344
1.5,Faq,0.0
1.5,Faq,0.0451612903225806
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0023866348448687
1.5,Faq,0.0
1.5,Faq,0.0026178010471204
1.5,Faq,0.0100334448160535
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0178571428571428
1.5,Faq,0.0
1.5,Faq,0.0308641975308641
1.5,Faq,0.0
1.5,Faq,0.0026954177897574
1.5,Faq,0.0
1.5,Faq,0.037037037037037
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.5773195876288659
1.5,Faq,0.0
1.5,Faq,0.0037878787878787
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0025252525252525
1.5,Faq,0.0
1.5,Faq,0.0025974025974025
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.589041095890411
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0495495495495495
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0155038759689922
1.5,Faq,0.0392156862745098
1.5,Faq,0.0
1.5,Faq,0.0612244897959183
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0100334448160535
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0028169014084507
1.5,Faq,0.0
1.5,Faq,0.0085470085470085
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0159574468085106
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0030959752321981
1.5,Faq,0.0025316455696202
1.5,Faq,0.5968379446640316
1.5,Faq,0.0
1.5,Faq,0.0101694915254237
1.5,Faq,0.0
1.5,Faq,0.0146198830409356
1.5,Faq,0.029940119760479
1.5,Faq,0.0
1.5,Faq,0.0483870967741935
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0060240963855421
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0239234449760765
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0029239766081871
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0033670033670033
1.5,Faq,0.0
1.5,Faq,0.0236842105263157
1.5,Faq,0.0029154518950437
1.5,Faq,0.027027027027027
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0530973451327433
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.506993006993007
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0050761421319796
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0027247956403269
1.5,Faq,0.0
1.5,Faq,0.0028089887640449
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.5821917808219178
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0338983050847457
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.009933774834437
1.5,Faq,0.0201005025125628
1.5,Faq,0.0352112676056338
1.5,Faq,0.0
1.5,Faq,0.0495867768595041
1.5,Faq,0.003125
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0026737967914438
1.5,Faq,0.0320197044334975
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0025062656641604
1.5,Faq,0.0034364261168384
1.5,Faq,0.0
1.5,Faq,0.021505376344086
1.5,Faq,0.0026315789473684
1.5,Faq,0.0
1.5,Faq,0.031055900621118
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.3333333333333333
1.5,Faq,0.0042194092827004
1.5,Faq,0.0
1.5,Faq,0.003125
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0031746031746031
1.5,Faq,0.0078740157480314
1.5,Faq,0.0
1.5,Faq,0.5308219178082192
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0068259385665529
1.5,Faq,0.0024038461538461
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0027027027027027
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.5689655172413793
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0141509433962264
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0070671378091872
1.5,Faq,0.023076923076923
1.5,Faq,0.0331125827814569
1.5,Faq,0.0
1.5,Faq,0.3333333333333333
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0320197044334975
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0035211267605633
1.5,Faq,0.0026178010471204
1.5,Faq,0.0205479452054794
1.5,Faq,0.0
1.5,Faq,0.0381679389312977
1.5,Faq,0.0026455026455026
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0560747663551401
1.5,Faq,0.0158730158730158
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0074906367041198
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.53125
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0027932960893854
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,0.5654761904761905
1.5,Faq,0.0
1.5,Faq,0.0
1.5,Faq,
1.5,Faq,
1.5,Faq,
1.5,Faq,
1.5,Faq,
1.5,Multiple,0.0
1.5,Multiple,0.0027397260273972
1.5,Multiple,0.0062893081761006
1.5,Multiple,0.0
1.5,Multiple,0.0
1.5,Multiple,0.0057803468208092
1.5,Multiple,0.0229885057471264
1.5,Multiple,0.0024509803921568
1.5,Multiple,0.0
1.5,Multiple,0.0029673590504451
1.5,Multiple,0.0058823529411764
1.5,Multiple,0.0048543689320388
1.5,Multiple,0.0
1.5,Multiple,0.0031055900621118
1.5,Multiple,0.0075757575757575
1.5,Multiple,0.0023364485981308
1.5,Multiple,0.0
1.5,Multiple,0.0088495575221238
1.5,Multiple,0.0113314447592068
1.5,Multiple,0.0
1.5,Multiple,0.0
1.5,Multiple,0.0028169014084507
1.5,Multiple,0.0072992700729927
1.5,Multiple,0.0
1.5,Multiple,0.0
1.5,Multiple,0.003076923076923
1.5,Multiple,0.0171919770773638
1.5,Multiple,0.005089058524173
1.5,Multiple,0.0
1.5,Multiple,0.0
1.5,Multiple,0.010840108401084
1.5,Multiple,0.0
1.5,Multiple,0.0
1.5,Multiple,0.0058997050147492
1.5,Multiple,0.0087209302325581
1.5,Multiple,0.0
1.5,Multiple,0.0
1.5,Multiple,0.0031152647975077
1.5,Multiple,0.0152905198776758
1.5,Multiple,0.0
1.5,Multiple,0.0
1.5,Multiple,0.0062305295950155
1.5,Multiple,0.035264483627204
1.5,Multiple,0.0
1.5,Multiple,0.0
1.5,Multiple,0.0
1.5,Multiple,0.0057971014492753
1.5,Multiple,0.0
1.5,Multiple,
1.5,Multiple,
1.5,Multiple,
1.5,Multiple,
1.5,Multiple,
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0058479532163742
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0051150895140664
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.011142061281337
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0022471910112359
1.5,Non,0.0
1.5,Non,0.0031055900621118
1.5,Non,0.0028089887640449
1.5,Non,0.0027777777777777
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0025062656641604
1.5,Non,0.0209580838323353
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0052631578947368
1.5,Non,0.0
1.5,Non,0.003012048192771
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0026109660574412
1.5,Non,0.0077922077922077
1.5,Non,0.0083798882681564
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0025062656641604
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0025380710659898
1.5,Non,0.007537688442211
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0027397260273972
1.5,Non,0.0023640661938534
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0151975683890577
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0023923444976076
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0029940119760479
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0071090047393364
1.5,Non,0.0156657963446475
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0025445292620865
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0025706940874035
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
1.5,Non,0.0
